Unnamed: 0,Unnamed: 1,title,description,Unnamed: 4,Atributos <empresa terceira>,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Atributos AI-PAVE-BR,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Atributos Multimídia,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33
continentalcenter||172015011701200011,Microondas,Micro-ondas de Bancada Philco Espelhado 26L 220V PMO26ES,"Micro-ondas de Bancada Philco Espelhado 26L 220V PMO26ES<p><br></p><p>Proporcionando <strong>maior facilidade dentro da sua casa</strong>, a Philco oferece o novo <strong>Micro-ondas de Bancada PMO26ES </strong>com a <strong>capacidade de 26 litros</strong>, ideal para <strong>preparar receitas deliciosas de forma rápida e prática</strong>. O aparelho conta com <strong>diversas funções que agilizam o seu dia a dia na cozinha</strong>, o<strong> painel oferece uma variedade de funções</strong> especiais que auxiliam no preparo dos alimentos, basta <strong>escolher a que melhor se aplica para a receita</strong> e apertar o botão.</p><p><br></p><p>A<strong> função descongelar </strong>possibilita um<strong> descongelamento por peso e tempo</strong>, ideal para carne bovina, frango e feijão. Com a função potência, é possível escolher <strong>vários níveis de potência de acordo com o tipo de alimento</strong>. Com as <strong>teclas fáceis, selecionar a opção desejada se tornou ainda mais simples, pipoca, brigadeiro e muito mais</strong>. </p><p><br></p><p>E não para por ai, o <strong>Microondas conta com função tira odor</strong>, que<strong> auxilia na eliminação do cheiro deixado durante a preparação do alimento</strong>. E para sua maior comodidade, possui <strong>trava de segurança, que garante maior segurança para a família</strong>, pois o teclado pode ser bloqueado para evitar o uso indevido do produto por crianças.</p><p><br></p><p>Viu só como a Philco pensa em tudo? Não espere mais para adquirir um<strong> produto que facilita a sua vida na cozinha </strong>e entende <strong>o que você precisa para preparar pratos incríveis</strong>. Conte com o <strong>Micro-ondas PMO26ES </strong>e dê um <em>upgrade </em>na forma de cozinhar. </p><p><br></p><p><br></p><p><strong><span>﻿</span>Especificações Técnicas:</strong></p><p>Marca: Philco</p><p>Modelo: PMO26ES</p><p>Capacidade: 26L</p><p>Voltagem: 220V</p><p>Cor: Espelhado</p><p>Potência (W): 1400</p><p>Menu Fit: Sim</p><p>Função descongelar: Sim</p><p>Função tira odor: Sim</p><p>Função potência: Sim</p><p>Trava de segurança: Sim</p><p>Teclas fáceis: Lasanha, pizza, pipoca, brigadeiro, manter aquecido, +30S.</p><p>Dimensões do produto (LxAxP): 48.5 x 28 x 37 cm</p><p>Peso: 12,8 kg</p><p>Garantia: 12 meses</p>","{""capacidade"":""26 L"",""cor"":""Prata"",""marca"":""Philco"",""tipo"":""Mesa"",""voltagem"":""220 V""}",26 L,Prata,Philco,,220 V,Mesa,,,,,,26L,Espelhado,Philco,Não informado,220V,Bancada,Não informado,PMO26ES,Não informado,"Descongelar por peso e tempo, função potência com vários níveis, teclas fáceis para pipoca, brigadeiro, lasanha, pizza, manter aquecido, função tira odor, trava de segurança",Não informado,Philco,Inox,26L,,220V,Com Relógio,De Bancada
olistsp||OSPS695MXPBJPW01,Microondas,Micro-Ondas 34L Continental - Mc34B,"Micro-ondas 34l Continental - Mc34b Função Limpa Fácil: Facilita a limpeza interior do seu micro-ondas e a remoção de manchas e respingos de alimentos.34L de capacidade: Maior capacidade permitindo flexibilidade no preparo das receitas.Função descongelar: Praticidade e rapidez no descongelamento de alimentos. Receitas pré-programadas: Diferentes tipos de receitas pré-programadas para serem executadas com praticidade, incluindo as receitas favoritas das crianças: brigadeiro e pipoca.Função Trava-Painel: Função que permite travar o aparelho quando você quiser, evitando que crianças ou pessoas não-autorizadas possam acioná-las.Função Mudo: Para sua conveniência, a tecla Mudo possibilita tirar o som dos botões de seu micro-ondas.Tecla Início +30seg: Com apenas um toque, seu micro-ondas já está funcionando. Menos complicação e mais facilidade na programação do tempo.CARACTERÍSTICAS GERAISAcabamento Interno: PintadoAcabamento Frontal: Vidro + plásticoAcabamento Lateral: PlásticoPuxador: SimCapacidade: 34 Grill: NãoDescongelamento: SimDiferenciais: Função Limpa FácilTecla Início +30segTecla RelógioFunção MudoMenu Dia-a-Dia: Pipoca, brigadeiro, arroz, batata, pré cozinhar feijão e fritar ovoDisplay auto-desligaFunção Trava-PainelPainel: Membrana com LEDs da cor âmbarMenu Pratos Rápidos: SimTrava de Segurança: SimAutolimpante: NãoPrato Giratório: SimDiâmetro do Prato: 3,25 cmRelógio: SimMenu Gourmet: NãoMenu Kids: Pipoca e brigadeiroMenu Sobremesa: BrigadeiroMeus Favoritos: NãoGarantia: 12 mesesCARACTERÍSTICAS ELÉTRICASFrequência: 60 HzEficiência energética: ADIMENSÕESAltura: 30 cmLargura: 53,9 cmProfundidade: 43,3 cmPeso: 15,2 kgEMBALAGEMAltura: 32,5 cmLargura: 57,5 cmProfundidade: 46,0 cmPeso bruto: 15,8 kg Cor: BRANCO - Voltagem: 220 VOLTS .","{""capacidade"":""34 L"",""cor"":""Branco"",""marca"":""Continental"",""voltagem"":""220 V""}",34 L,Branco,Continental,,220 V,,,,,,,34L,BRANCO,Continental,Não informado,220 VOLTS,Micro-ondas,Vidro  plástico,Mc34B,Não informado,"Função Limpa Fácil, Tecla Início 30seg, Tecla Relógio, Função Mudo, Menu Dia-a-Dia, Display auto-desliga, Função Trava-Painel, Painel Membrana com LEDs da cor âmbar, Menu Pratos Rápidos, Trava de Segurança, Prato Giratório, Relógio, Menu Gourmet, Menu Kids, Menu Sobremesa, Meus Favoritos, Frequência 60 Hz, Eficiência energética A",Não informado,Continental,Branco,34L,10,220V,Com Relógio,De Bancada
compracertaporangatu||92a1992c00a211ee895e4201ac185049,Microondas,Micro-ondas Britânia BMO29EB  Multifunções 28L 1400W,"O prazer de cozinhar em um só aparelho. O Micro-ondas Britânia BMO29EB é multifunções e permite você inovar nos preparos sem medo de errar, afinal, ele possui diferentes funções pré-programadas que deixam a rotina na cozinha muito mais fácil. Com capacidade para 28 litros, o BMO29EB conta com prato com diâmetro de 27cm, 1400W de potência e é classe “A” em eficiência energética, garantindo maior economia de energia. E se você tem uma rotina corrida e precisa de agilidade, pode utilizar os botões com configurações instantâneas para o preparo rápido de alimentos mais comuns, como pizza, pipoca, brigadeiro e lasanha. Entre outras vantagens, você tem a opção de descongelar por tempo ou peso, bloquear o teclado a fim de evitar imprevistos no preparo e cozinhar batata, sopa e legumes através de funções pré-programadas. Com o Micro-ondas Britânia BMO29EB você tem facilidade que não acaba mais. • Capacidade 28L • Prato com diâmetro de 270mm • Opções descongelar por tempo ou peso • Opções cozinhar por tempo ou peso • Função Potência • Função Relógio • Função timer • Função Reaquecer • 1400W de potência • Classe ""A"" em eficiência energética • Botões para preparo rápido | Oferta enquanto durarem os estoques","{""capacidade"":""28 L"",""marca"":""Britânia"",""voltagem"":""220 V""}",28 L,,Britânia,,220 V,,,,,,,28L,Não informado,Britânia,Não informado,Não informado,Micro-ondas,Não informado,BMO29EB,Não informado,Multifunções,Não informado,Britânia,Inox,28L,,220V,Com Relógio,De Bancada
britania||8521,Microondas,Micro-Ondas de Embutir Britânia BMB26IEB Inox 26L 1400W,"Para qualquer ocasião Micro-ondas de Embutir Britânia BMB26IEB. Design moderno para embutir e deixar a sua cozinha um charme. Complementa a cozinha de uma forma funcional e elegante. São 1400W de potência para mais rapidez com maior desempenho nos preparos e 26 litros de capacidade, com prato de diâmetro de 27cm, para você preparar muitas coisas. E sua classificação energética A, ajuda a economizar energia. Suas funções são ideais para preparos que te ajudam a ganhar tempo na cozinha. Ele descongela por peso e tempo, você escolhe o modo que mais lhe agrada e escolhe a potência que precisa para cada descongelamento também. Tem menu FIT para preparo de legumes e sopas. Menu Kids para preparo de brigadeiro e bolo de caneca e Menu Prático para preparo de pipoca, lasanha e pizza. Também tem função Tira Odor que auxilia na eliminação do cheiro deixado durante a preparação do alimento. Função Toque Rápido para maior praticidade na seleção de tempo. Além de menu especial, com receitas pré-programadas e tecla +30 segundos para adiciona mais 30 segundos com um toque. • Capacidade 26L • Prato com diâmetro de 270mm • Teclas fáceis: FIT e Manter Aquecido • Opções Descongelar Rápido ou Descongelar por Peso • Função Potência • Função Relógio • Função Display / Sound • Função Tira odor • 1400W de potência • Classe ""A"" em eficiência energética • Produto de embutir.","{""capacidade"":""26 L"",""cor"":""Prata"",""marca"":""Britânia"",""tipo"":""Embutir"",""voltagem"":""220 V""}",26 L,Prata,Britânia,,220 V,Embutir,,,,,,26L,Inox,Britânia,Não informado,Não informado,Embutir,Não informado,BMB26IEB,Não informado,Design moderno para embutir e deixar a sua cozinha um charme Complementa a cozinha de uma forma funcional e elegante São 1400W de potência para mais rapidez com maior desempenho nos preparos e 26 litros de capacidade com prato de diâmetro de 27cm para você preparar muitas coisas E sua classificação energética A ajuda a economizar energia Suas funções são ideais para preparos que te ajudam a ganhar tempo na cozinha Ele descongela por peso e tempo você escolhe o modo que mais lhe agrada e escolhe a potência que precisa para cada descongelamento também Tem menu FIT para preparo de legumes e sopas Menu Kids para preparo de brigadeiro e bolo de caneca e Menu Prático para preparo de pipoca lasanha e pizza Também tem função Tira Odor que auxilia na eliminação do cheiro deixado durante a preparação do alimento Função Toque Rápido para maior praticidade na seleção de tempo Além de menu especial com receitas pré-programadas e tecla 30 segundos para adiciona mais 30 segundos com um toque  Capacidade 26L  Prato com diâmetro de 270mm  Teclas fáceis FIT e Manter Aquecido  Opções Descongelar Rápido ou Descongelar por Peso  Função Potência  Função Relógio  Função Display  Sound  Função Tira odor  1400W de potência  Classe A em eficiência energética  Produto de embutir,Não informado,Britânia,Inox,26L,,220V,Com Relógio,De Embutir
panasonicoficial||45060,Microondas,Microondas Panasonic Dupla Refeição 27L Prata - ST55LMRU,"Para quem procura um produto para ter mais praticidade na hora de preparar ou esquentar alimentos, o Micro-ondas NN-ST55LM da Panasonic é a melhor opção em qualidade e alta tecnologia. Com um design extremamente elegante na cor prata e um lindo acabamento ele possui 27 litros de capacidade e 800W de potência, ideal para você preparar deliciosas receitas. Sem contar que ele conta com receitas pré-programadas, função pega fácil, desodorizador, posição de memória e auto descongelamento. Proporcionando mais praticidade no seu dia a dia.","{""capacidade"":""27 L"",""cor"":""Prata"",""marca"":""Panasonic"",""tipo"":""Mesa"",""voltagem"":""220 V""}",27 L,Prata,Panasonic,,220 V,Mesa,,,,,,27L,Prata,Panasonic,Não informado,Não informado,Dupla Refeição,Não informado,ST55LMRU,Não informado,"Receitas pré-programadas, função pega fácil, desodorizador, posição de memória, auto descongelamento",Não informado,Panasonic,Prata,27L,10,220V,Com Relógio,De Bancada
friopecas||128271,Microondas,Micro-ondas Britânia BMM26B 26 Litros Branco  220 Volts,"Micro-ondas Britânia BMM26B 26 Litros Branco – 220 Volts <p> O Micro-ondas Britânia BMM26B 26 Litros Para que gosta de praticidade na cozinha o Micro-ondas Britânia BMM26B 26L é ideal. </p> <p>Com vários níveis de potência você escolher a que melhor se adapta com tipo de alimento. São 1400W de potência e dois seletores de fácil manuseio. </p> <p>O Micro-Ondas Britânia 26L BMM26B 26L é a ajuda que você precisava.</p> <p>Capacidade 26L. </p> <p>Prato com diâmetro de 270mm.</p> <p>Mecânico. </p> <p>6 níveis de potência: Baixo, Descongelar, Médio Baixo, Médio, Médio Alto e Alto.</p> <p>Meus favoritos.</p> <p>Temporizador de até 30 minutos.</p> <p>Classe ""A"" em eficiência energética </p>","{""capacidade"":""26 L"",""cor"":""Branco"",""marca"":""Britânia"",""voltagem"":""220 V""}",26 L,Branco,Britânia,,220 V,,,,,,,26 Litros,Branco,Britânia,6 níveis de potência Baixo Descongelar Médio Baixo Médio Médio Alto e Alto,220 Volts,Micro-ondas,Não informado,BMM26B,Não informado,"1400W de potência e dois seletores de fácil manuseio, Temporizador de até 30 minutos, Classe A em eficiência energética",Não informado,Britânia,Branco,26L,6,220V,,
carrefouroficial||900006048,Microondas,Micro-ondas Grill MH7097AR 30 Litros Revestimento Easy Clean LG,"Micro-ondas LG Grill MH7097AR 30 Litros Preto - 110V<br> <br> Características: <br> Marca: LG<br> Capacidade em Litros: 30.0<br> Controles Pré-Programados: Arroz, Macarrão, Batata Assada, Pizza, Milanesa, Salgadinhos, Linguiça, Bolo, Mandioca.<br> Material da Porta: Vidro<br> Material do Puxador: Plástico<br> Consumo Aproximado de Energia: 1,35 kw/h<br> Eficiência Energética: Classe A<br> Linha: Grill<br> Material: Aço, Vidro e Plástico<br> Material Geral: Aço<br> Modelo: MH7097AR<br> Potência: 1350.0<br> <br> Itens Inclusos: 1 Micro-ondas, 1 Prato de Vidro e 1 Manual de Instuções.<br> <br> Dimensões: <br> Altura: 29.1 cm<br> Largura: 50.5 cm<br> Profundidade: 45.0 cm<br> Peso: 12,8 Kg<br> <br> Garantia do Fornecedor: 12 meses","{""capacidade"":""30 L"",""cor"":""Preto"",""marca"":""LG"",""voltagem"":""220 V""}",30 L,Preto,LG,,220 V,,,,,,,30 Litros,Preto,LG,Não informado,110V,Grill,Não informado,MH7097AR,Aço Vidro e Plástico,Arroz Macarrão Batata Assada Pizza Milanesa Salgadinhos Linguiça Bolo Mandioca,Grill,LG,Preto,30L,10,110V,,De Bancada
julycasa||683268,Microondas,Forno Micro-ondas Fischer Fit Line Embutir 25L Preto,"Forno Micro-ondas Fischer Fit Line Embutir 25l Frontal Preto - O sonho da cozinha planejada passa por vários detalhes. Um produto único no mercado, que valoriza a beleza e a modernidade das cozinhas planejadas.<br><br>Características do produto:<br><br>- Marca: Fischer;<br>- Linha: Fit Line;<br>- Cor: Preto;<br>- Tensão: 220V;<br>- Consumo: 1,45 kWh;<br>- Painel digital;<br>- Potência: 900W;<br>- Diâmetro do prato: 31,5cm;<br>- 5 níveis de potência;<br>- Prato giratório;<br>- Capacidade: 25L;<br>- Possui Relógio, timer, automenu e trava de segurança;<br>- Garantia: 12 meses.<br><br>Dimensões do produto (AxLxP): 38,5 x 66,5 x 38,5cm;<br>Dimensões do nicho de instalação (AxLxP): 34 x 57 x 50cm.<br><br>IMAGENS MERAMENTE ILUSTRATIVAS, OS OBJETOS QUE AMBIENTAM AS IMAGENS NÃO ACOMPANHAM O PRODUTO.","{""capacidade"":""25 L"",""cor"":""Preto"",""marca"":""Fischer"",""tipo"":""Embutir"",""voltagem"":""220 V""}",25 L,Preto,Fischer,,220 V,Embutir,,,,,,25L,Preto,Fischer,5,220V,Micro-ondas,Não informado,Fit Line Embutir,Não informado,"Painel digital, Potência 900W, Diâmetro do prato 315cm, Prato giratório, Possui Relógio timer automenu e trava de segurança",Fit Line,Fischer,Preto,25L,5,220V,,De Embutir
gynshop||347164,Microondas,"Forno Micro-ondas Midea Liva, 20L, Branco Espelhado - 110V","Forno Micro-ondas Midea Liva, 20L, Branco Espelhado - 110V<br> <br> O Forno micro-ondas Midea Liva - 20 Litros traz um inovador design, com acabamento espelhado na porta e detalhes na cor branca para combinar com uma cozinha moderna e elegante. Ele conta com a função Menu Chef, que traz as deliciosas receitas pré-programadas para preparação de risotos, cupcake e tomate seco e ainda programas voltados para as refeições do dia a dia. Na função favorito, você pode gravar o tempo de preparo dos seus pratos preferidos.<br> <br> Especificações Técnicas:<br> Marca: Midea<br> Modelo: Liva Espelhado<br> Cor: Branco Espelhado<br> Voltagem: 110V<br> Menu CHEF <br> Pratos gourmet em poucos minutos. Risotos, Cupcake e Tomates Secos. <br> Menu KIDS <br> Delícias pré-programadas: brigadeiro, pipoca e mamadeira. <br> Função Favorito <br> Para salvar o tempo de preparação dos pratos prediletos. <br> Display digital <br> Receitas pré-programadas. <br> Descongelamento por peso <br> Descongela os alimentos de acordo com o peso. <br> Trava de segurança <br> Bloqueia o painel do micro-ondas para evitar o funcionamento. <br> Design Robusto <br> Espaço para cozinhar para toda a família e amigos.<br> Função Grill Não<br> Capacidade (litros) 20<br> Potência (W) 700 W<br> Níveis de potência 10<br> Consumo de Energia A (menos 25% de consumo)<br> Diâmetro do prato 25,5 cm<br> <br> Garantia: 12 meses pelo fabricante<br> <br> Itens Inclusos: 1 Forno Micro-ondas Midea Liva","{""capacidade"":""20 L"",""cor"":""Branco"",""marca"":""Midea""}",20 L,Branco,Midea,,,,,,,,,20,Branco Espelhado,Midea,10,110V,Não informado,Espelhado,Liva,Não informado,"Menu Chef, Menu Kids, Função Favorito, Display digital, Receitas pré-programadas, Descongelamento por peso, Trava de segurança, Design Robusto",Liva,Midea,Branco,20L,10,110V,Digital,De Bancada
lojasim2||1697,Microondas,Forno Micro-ondas Midea 20 Litros MTCS21,"Para quem procura um produto para ter mais praticidade na hora de preparar e esquentar alimentos, o Micro-ondas Midea MTCS21 é a melhor opção em qualidade e alta tecnologia. Com um design extremamente elegante, ele possui 20 litros de capacidade, o que significa que você vai preparar deliciosas receitas. Sem contar nas receitas pré-programadas como: arroz, batata, brigadeiro, pipoca e cupcake. Conta com a função Eco que economiza energia sem contar na função limpa fácil, que vai ser um auxílio e tanto na hora da limpeza. E tem mais, as funções descongelar carne, descongelar frango e descongelar feijão vão te ajudar no preparo das suas receitas e proporcionar mais praticidade para o dia a dia. <br> <br> Características: <br> Material: Metal, plástico<br> Capacidade: 20L<br> Instalação: de Mesa<br> Potência: 700W<br> Níveis de potência: 10<br> Painel: Digital<br> Frequência: 60Hz<br> Funções:<br> Receitas pré-programadas Arroz Batata Brigadeiro Pipoca Cupcake Descongelar Carne Descongelar Frango/Peixe Descongelar Feijão<br> Teclas Sim (30seg, 1min, 5min)<br> Programas extras Dia a dia Kids Descongelar<br> Prato giratório: Sim<br> Relógio: Sim<br> Trava de segurança: Sim<br> Certificações<br> 000307/2014<br> <br> Garantia do fornecedor: 12 meses Voltagem 110V","{""capacidade"":""20 L"",""cor"":""Branco"",""marca"":""Midea"",""tipo"":""Mesa"",""voltagem"":""127 V""}",20 L,Branco,Midea,,127 V,Mesa,,,,,,20L,Não informado,Midea,10,110V,Micro-ondas,Não informado,MTCS21,Metal plástico,"Painel Digital, Frequência 60Hz, Teclas Sim 30seg 1min 5min, Programas extras Dia a dia Kids Descongelar, Prato giratório Sim, Relógio Sim, Trava de segurança Sim",Não informado,Midea,Branco,20L,10,110V,Digital,De Bancada
zexter||MAU-162UNELD-U,Microondas,"Micro-ondas Brastemp 32 Litros BMS46AB com Menu Gourmet - Espelhada/Branco / ""220V""","<p><strong>Especificações Técnicas</strong>:</p><p><br></p><ul><li><strong>Capacidade Total</strong>: 32 litros</li><li><strong>Dimensões</strong>: Largura: 53,80 cm | Altura: 30,10 cm | Profundidade: 39,10 cm | Peso: 16 kg</li><li><strong>Potência</strong>: 900W</li><li><strong>Painel</strong>: LCD</li><li><strong>Eficiência Energética</strong>: Classe A</li><li><strong>Receitas Pré-programadas</strong>: Menu Gourmet (Macarrão, Arroz, Purê, Polenta, Carne Moída), Menu Doces (Pudim, Geleia, Brigadeiro, Fondue), Menu Derreter (Chocolate, Manteiga)</li><li><strong>Prato Giratório</strong>: Sim</li><li><strong>Relógio</strong>: Sim</li><li><strong>Trava de Segurança</strong>: Sim</li><li><strong>Itens Inclusos</strong>: Microondas, manual, 1 prato giratório</li><li><strong>Tipo</strong>: Convencional</li></ul><p><br></p><p>Descubra como o Micro-ondas Brastemp 32 Litros BMS46AB pode transformar sua experiência na cozinha:</p><p><br></p><ul><li><strong>Fim da Dificuldade em Preparar Pratos Elaborados</strong>: Com o Menu Gourmet e suas receitas pré-programadas, você pode preparar pratos como macarrão, arroz, purê e muito mais de forma fácil e precisa.</li><li><strong>Adeus ao Espaço Limitado para Refeições Familiares</strong>: Com uma capacidade generosa de 32 litros, este micro-ondas oferece espaço suficiente para preparar refeições variadas para toda a família.</li><li><strong>Descongelamento Rápido de Alimentos Congelados</strong>: O descongelamento rápido preserva as propriedades nutricionais dos alimentos, economizando tempo e garantindo praticidade.</li><li><strong>Opções para Dourar e Gratinar Alimentos</strong>: A função Grill adiciona textura e sabor extra aos seus pratos, proporcionando resultados deliciosos em cada preparo.</li><li><strong>Limpeza Descomplicada</strong>: Com revestimento interno que facilita a remoção de respingos de alimentos, a limpeza se torna rápida e fácil.</li></ul><p><br></p><p>Escolha o Micro-ondas Brastemp 32 Litros BMS46AB e transforme sua cozinha com tecnologia avançada, praticidade e um design moderno que combina com qualquer ambiente. Permita-se mais tempo para saborear cada refeição em família, sem preocupações.</p><p><br></p><p><strong>SOBRE NÓS</strong></p><p><br></p><p><strong>Somos uma empresa que se preocupa com a satisfação de seus clientes e garante que todos os produtos que oferecemos são originais e acompanhados de nota fiscal.</strong></p><p><br></p><p><strong>Nosso compromisso com a qualidade e autenticidade dos produtos é inabalável, e isso é evidente em todos os itens que vendemos, incluindo o produto que você está procurando.</strong></p><p><br></p><p><strong>Quando você compra conosco, pode ter certeza de que está recebendo um produto ORIGINAL e de ALTA QUALIDADE.</strong></p><p><br></p><p><strong>Além disso, oferecemos uma GARANTIA total aos nossos clientes.</strong></p><p><br></p><p><strong>Isso significa que se você tiver qualquer problema com o produto, nós o substituiremos ou ofereceremos um reembolso total. Estamos comprometidos em garantir que você esteja completamente satisfeito com sua compra, e faremos tudo o que estiver ao nosso alcance para garantir que isso aconteça.</strong></p><p><br></p><p><strong>Nossa reputação é muito importante para nós e trabalhamos duro para manter a confiança de nossos clientes.</strong></p><p><br></p><p><strong>Obrigado!</strong></p><p><br></p><p><strong>ref: </strong>BMS46AB</p><p>SKU: MAU-162UNELD-U</p>","{""capacidade"":""32 L"",""cor"":""Branco"",""marca"":""Brastemp"",""voltagem"":""220 V""}",32 L,Branco,Brastemp,,220 V,,,,,,,32 Litros,Branco,Brastemp,Não informado,220V,Convencional,Espelhada,BMS46AB,Não informado,"Menu Gourmet, Descongelamento Rápido, Grill, Limpeza Fácil",Não informado,Brastemp,Branco,32L,,220V,,De Bancada
liberatti||53729,Microondas,Forno Microondas Com Desodorizador  21 Litros 700w  Nn-st25lwrun Panasonic,"Micro Ondas Panasonic nn-st25lwrun 21 Litros - 700 w potência<br> <br> Características<br> Fabricante: PANASONIC<br> Referência do Modelo: NN-ST25LWRUN<br> Antibactéria <br> Antiaderente<br> Função pega fácil<br> 3 receitas pré-programadas<br> Desodorizador <br> 2 opções de auto descongelamento <br> 3 posições de memória <br> Teclado numérico <br> Painel: Digital<br> Capacidade (litros): 21<br> Termostato: Sim<br> Eficiência Energética: A<br> Funções: Desodorizador<br> Potência (W): 700<br> Consumo (KW/h): 1250<br> <br> Acendimento: Automático<br> Características do Forno: Trava de segurança<br> Prato giratório: Sim<br> Dupla emissão de ondas: Não<br> <br> Material/Composição<br> Gabinete e Cavidade: Aço Eletrozincado<br> Porta: Vidro<br> Puxador e Painel: Plástico<br> <br> Conteúdo da Embalagem<br> 1 Micro-ondas Manual de instruções <br> 1 prato giratório<br> <br> Dimensões <br> Altura: 26 cm<br> Largura: 44,2 cm<br> Profundidade: 36,6 cm<br> Peso: 10.4 Kg<br> <br> Garantia do fornecedor de 12 meses","{""capacidade"":""21 L"",""cor"":""Branco"",""marca"":""Panasonic"",""voltagem"":""127 V""}",21 L,Branco,Panasonic,,127 V,,,,,,,21 Litros,Não informado,Panasonic,Não informado,Não informado,Micro-ondas,Não informado,NN-ST25LWRUN,Aço Eletrozincado,"Antibactéria, Antiaderente, Função pega fácil, 3 receitas pré-programadas, Desodorizador, 2 opções de auto descongelamento, 3 posições de memória, Teclado numérico, Painel Digital, Termostato Sim, Eficiência Energética A, Acendimento Automático, Trava de segurança, Prato giratório Sim, Dupla emissão de ondas Não",Não informado,Panasonic,Branco,21L,,110V,Digital,De Bancada
gazin||11009,Microondas,Micro ondas Midea 27L 800W com Função Tira Odor e Limpa Fácil MXSA27,"MICRO-ONDAS MIDEA 27L 800W COM FUNÇÃO TIRA ODOR E LIMPA FÁCIL MXSA27<br> Sua cozinha vai se sentir privilegiada com o micro-ondas da Midea, você poderá desfrutar de máxima praticidade e conforto no preparo das mais variadas receitas. Confira mais detalhes:<br> <br> Mais facilidade na limpeza!<br> Com a tecla Limpa Fácil, irá te auxiliar muito na hora da limpeza interna, e o melhor disso é sem a utilização de produtos de limpeza, que podem deixar resquícios de produtos maléficos à saúde! Seu micro-ondas sempre estará pronto para o próximo uso, graças a função tira odor que reduz o cheiro dos cozimentos anteriores. Isso graças ao meio de ventilação especial, incrível né?!<br> <br> Funcionalidade no dia a dia <br> Chega de sofrer para descongelar os alimentos! O Menu Descongelar irá te ajudar nisso com muita eficiência e otimizando seu tempo. E tem mais! Conta com um incrível a Função preferido você vai poder selecionar suas receitas favoritas. Já com o Minuto Fácil você terá acesso rápido com as teclas 1, 2 e 3 minutos para facilitar ainda mais no dia a dia!<br> <br> Sobre a marca: Qualidade Midea!<br> A Midea Carrier é o resultado da junção de duas gigantes mundiais do negócio: A Midea a maior fabricante mundial de eletrodomésticos e a Carrier fundada pelo inventor do ar condicionado, que formaram uma nova potência, se tornando assim o maior fabricante de equipamentos de climatização da América Latina. Seu diferencial é que a empresa conta com um centro de pesquisa e engenharia, que fica responsável pelo desenvolvimento de inovações tecnológicas com isso os produtos da empresa se tornam crescentemente revolucionários, eficientes, econômicos, e ambientalmente saudáveis. <br> <br> Características:<br> Marca: Midea<br> Modelo: MXSA27<br> Tipo: Micro-ondas de bancada<br> Capacidade: 27 litros<br> Níveis de potência: 10 níveis<br> Grill: Não<br> Display: Sim<br> Relógio: Sim<br> Luz interna: Sim<br> De embutir: Não<br> Prato giratório: Sim<br> Trava de segurança: Sim<br> Menu de receitas: Sim<br> Tecla descongelar: Sim<br> Desodorizador: Sim<br> Funções: Função preferido, função tira odor, função limpa fácil e função eco<br> Potência: 800 W<br> Frequência: 60 Hz<br> Inmetro: Sim<br> Eficiência energética: A<br> <br> Conteúdo da embalagem: <br> 01 micro-ondas<br> 01 prato<br> 01 suporte giratório e manual de instruções.<br> <br> Dimensões:<br> Altura: 29,2 cm<br> Largura: 48,5 cm<br> Profundidade: 39,6 cm<br> Peso: 12,7 kg<br> <br> Garantia do fornecedor: 01 ano (3 meses de garantia legal e mais 9 meses de garantia especial concedida pelo fabricante).<br> <br> Detalhes sobre a compra:<br> Fique de olho: siga sempre as orientações do fabricante e utilize seu produto de acordo com o manual. A empresa não se responsabiliza pelo mau uso do produto, o que pode causar perda da garantia.#8239; <br> Não nos encarregamos, no ato da entrega, por montagens e desmontagens, subir escadas/elevadores ou transporte por guincho para apartamentos. Eventuais despesas são de responsabilidade do cliente. <br> O valor divulgado é unitário e a imagem é meramente ilustrativa. Precisou trocar ou devolver? O prazo é de 7 dias a partir do recebimento do produto - Lei no 8.078 _x0096_ Sempre confira no ato da entrega.","{""capacidade"":""27 L"",""cor"":""Branco"",""marca"":""Midea"",""niveis_de_potencia"":""10 Níveis"",""voltagem"":""127 V""}",27 L,Branco,Midea,10 Níveis,127 V,,,,,,,27 litros,Não informado,Midea,10 níveis,Não informado,Micro-ondas de bancada,Não informado,MXSA27,Não informado,"Função preferido, função tira odor, função limpa fácil e função eco",Não informado,Midea,Branco,27L,10,110V,Digital,De Bancada
